index,attempts,error_distances
0,0,-0.07783564814814814
1,1,-0.05839120370370371
2,2,-0.035416666666666666
3,3,0.016898148148148148
4,4,0.09259259259259259
5,5,-0.045891203703703705
6,6,0.07135416666666666
7,7,0.03616898148148148
8,8,0.058854166666666666
9,9,0.061342592592592594
10,10,0.05648148148148148
11,11,0.07552083333333333
12,12,0.05648148148148148
13,13,0.1111689814814815
14,14,0.08333333333333333
15,15,0.05839120370370371
16,16,-0.05700231481481482
17,17,0.06759259259259259
18,18,0.04866898148148148
19,19,0.07552083333333333
20,20,0.07800925925925926
21,21,0.05700231481481482
22,22,0.06394675925925926
23,23,0.07135416666666666
24,24,0.05700231481481482
25,25,0.05839120370370371
26,26,0.06041666666666667
27,27,0.06666666666666667
28,28,0.12523148148148147
29,29,0.03616898148148148
30,30,0.03333333333333333
31,31,0.07800925925925926
32,32,0.06759259259259259
33,33,0.058854166666666666
34,34,0.07800925925925926
35,35,0.08333333333333333
36,36,0.0796875
37,37,-0.18356481481481482
38,38,0.10283564814814816
39,39,0.01394675925925926
40,40,0.09904986687859524
41,41,-0.07035069801491509
42,42,0.07630597377711065
43,43,-0.06873352945959525
44,44,-0.08078469461559032
45,45,0.06309226648938984
46,46,0.06467026333116307
47,47,0.04606492708019748
48,48,0.05109482859888484
49,49,0.06462977419089892
50,50,-0.08730803860759052
51,51,-0.04773318170097166
52,52,-0.06636111840727972
53,53,-0.07111042712533652
54,54,-0.08115752237078323
55,55,-0.06774299237430301
56,56,-0.051149068167179845
57,57,-0.05107992289804305
58,58,-0.025791916275485785
59,59,-0.1688434361431582
60,60,-0.044084002107111074
61,61,-0.046800699155908856
62,62,-0.07064462929654994
63,63,-0.05767247505561181
64,64,-0.05686190900020114
65,65,-0.04029454451313623
66,66,-0.03796418524251619
67,67,0.2846697108918392
68,68,-0.028105416793193266
69,69,0.005163270219288353
70,70,-0.46309140753944533
71,71,-0.028709184292826075
72,72,-0.05765849632602849
73,73,-0.6830003629045321
74,74,-0.06749061212574577
75,75,-0.06984889672715254
76,76,-0.121610950170423
77,77,-0.10387808132234197
78,78,-0.03925946951301025
79,79,-0.3153675963555843
80,80,0.3604166666666667
81,81,0.2838541666666667
82,82,0.605787037037037
83,83,0.19635416666666666
84,84,0.2445023148148148
85,85,0.06041666666666667
86,86,0.605787037037037
87,87,0.1613425925925926
88,88,0.15885416666666666
89,89,0.3854166666666667
90,90,0.1083912037037037
91,91,0.09814814814814815
92,92,0.2445023148148148
93,93,0.5130208333333334
94,94,0.8925925925925926
95,95,0.49189814814814814
96,96,0.504224537037037
97,97,0.5338541666666666
98,98,0.30885416666666665
99,99,0.8070023148148149
100,100,0.07523148148148148
101,101,0.06666666666666667
102,102,0.05839120370370371
103,103,0.08333333333333333
104,104,0.08981481481481482
105,105,-0.08333333333333333
106,106,0.02783564814814815
107,107,-0.07228009259259259
108,108,0.04866898148148148
109,109,0.12552083333333333
110,110,-0.08333333333333333
111,111,0.07228009259259259
112,112,0.04814814814814815
113,113,0.03616898148148148
114,114,0.03356481481481481
115,115,0.1113425925925926
116,116,0.20283564814814814
117,117,0.13339120370370372
118,118,0.07228009259259259
119,119,-0.06759259259259259
120,120,-0.08334289918173746
121,121,-0.21340989919099063
122,122,-1.664487397786821
123,123,-0.7144808915573712
124,124,-0.039305411347885025
125,125,-0.29325150914666126
126,126,-0.48177971635845224
127,127,-0.2780454579827326
128,128,-0.19924944033496364
129,129,-0.6256197442340183
130,130,-0.6066485752610622
131,131,-0.6928775764519414
132,132,-0.675879213967965
133,133,-1.0858484645469213
134,134,-0.6110353071525874
135,135,-0.5733140570947426
136,136,-1.0978693821997068
137,137,-0.13538692479725434
138,138,-0.883475800779347
139,139,-0.07255951538388075
140,140,-0.3325834089200074
141,141,-0.24463173980367114
142,142,-0.16084331789598563
143,143,-0.5242482756154863
144,144,-0.45523163901527125
145,145,-0.10630132085722602
146,146,-0.14631119117453856
147,147,-0.20651383890245253
148,148,-0.5976067672079368
149,149,-0.6779501753252972
150,150,-1.183947136090314
151,151,-0.296084420687677
152,152,-0.03300440915055135
153,153,-0.046898093757222814
154,154,-0.37127427471871577
155,155,-0.057724180745519736
156,156,-0.08541845329721402
157,157,-0.08541845329721402
158,158,-0.295962911499296
159,159,-0.2617773100217252
160,160,1.1093285055904134
161,161,7.208735821547713
162,162,1.5237489762049568
163,163,1.2917453919328272
164,164,-0.7618662174082471
165,165,0.9014455956727261
166,166,0.03844119440871135
167,167,1.2978288191475498
168,168,0.1558581811449568
169,169,3.3931502364844977
170,170,0.43003825575961835
171,171,0.17647388239307096
172,172,0.057770339934273926
173,173,0.04809996276774993
174,174,0.060508351960994085
175,175,1.4667811157909927
176,176,-36.981600235682905
177,177,0.43769731061920436
178,178,-0.08158082714911828
179,179,0.00752608711573651
180,180,0.1555983945701743
181,181,0.0913855176837838
182,182,0.25458714772198265
183,183,0.8678839022752042
184,184,-0.63825904809214
185,185,0.25126489106415517
186,186,3.586188765899281
187,187,0.7661294152974308
188,188,-0.19940139743500718
189,189,0.920687202273882
190,190,5.05963755819835
191,191,-0.024467662045511214
192,192,3.4500102538107136
193,193,-0.15260393617939602
194,194,4.000183652435749
195,195,2.056459224889153
196,196,-0.5785457422787179
197,197,-0.8634155521553152
198,198,3.2887562243272024
199,199,1.9550340134394544
