subject_name,target_mode,perturbation_type,trial_number,trial_name,feedback_type,target_pos,changed_angels,error_angles,perturbed_angels
Helenö,sequence,gradual,77,Gradual Perturbation,no,"[960.8362829059618, 202.1866670643066]",40,-0.23193774232645015,10.0
Helenö,sequence,gradual,78,Gradual Perturbation,no,"[960.8362829059618, 202.1866670643066]",40,-0.5989960824997538,10.0
Helenö,sequence,gradual,79,Gradual Perturbation,no,"[960.8362829059618, 202.1866670643066]",40,-0.13919577838963892,10.0
Helenö,sequence,gradual,80,Gradual Perturbation,no,"[960.8362829059618, 202.1866670643066]",40,-0.07629678127252248,10.0
Helenö,sequence,gradual,81,Aftereffect,no,"[960.8362829059618, 202.1866670643066]",40,0.17911258886445403,10.0
Helenö,sequence,gradual,82,Aftereffect,no,"[960.8362829059618, 202.1866670643066]",40,-0.19165315912819825,10.0
Helenö,sequence,gradual,83,Aftereffect,no,"[960.8362829059618, 202.1866670643066]",40,0.21981799489639064,10.0
Helenö,sequence,gradual,84,Aftereffect,no,"[960.8362829059618, 202.1866670643066]",40,0.11404577361948254,10.0
Helenö,sequence,gradual,85,Aftereffect,no,"[960.8362829059618, 202.1866670643066]",40,0.18457206900594325,10.0
Helenö,sequence,gradual,86,Aftereffect,no,"[960.8362829059618, 202.1866670643066]",40,0.351779391491135,10.0
Helenö,sequence,gradual,87,Aftereffect,no,"[960.8362829059618, 202.1866670643066]",40,0.1359006481047239,10.0
Helenö,sequence,gradual,88,Aftereffect,no,"[960.8362829059618, 202.1866670643066]",40,-0.04299608943138378,10.0
Helenö,sequence,gradual,89,Aftereffect,no,"[960.8362829059618, 202.1866670643066]",40,0.06855762701986201,10.0
Helenö,sequence,gradual,90,Aftereffect,no,"[960.8362829059618, 202.1866670643066]",40,-0.13291457889598268,10.0
Helenö,sequence,gradual,91,Aftereffect,no,"[960.8362829059618, 202.1866670643066]",40,0.17709336373739515,10.0
Helenö,sequence,gradual,92,Aftereffect,no,"[960.8362829059618, 202.1866670643066]",40,0.18508412229505888,10.0
Helenö,sequence,gradual,93,Aftereffect,no,"[960.8362829059618, 202.1866670643066]",40,0.03268888855003538,10.0
Helenö,sequence,gradual,94,Aftereffect,no,"[960.8362829059618, 202.1866670643066]",40,0.09173071865684657,10.0
Helenö,sequence,gradual,95,Aftereffect,no,"[960.8362829059618, 202.1866670643066]",40,-0.008796691198885931,10.0
Helenö,sequence,gradual,96,Aftereffect,no,"[960.8362829059618, 202.1866670643066]",40,nan,10.0
Helenö,sequence,gradual,97,Aftereffect,no,"[960.8362829059618, 202.1866670643066]",40,nan,10.0
Helenö,sequence,gradual,98,Aftereffect,no,"[960.8362829059618, 202.1866670643066]",40,0.07095089415953326,10.0
Helenö,sequence,gradual,99,Aftereffect,no,"[960.8362829059618, 202.1866670643066]",40,-0.016623553184228035,10.0
Helenö,sequence,gradual,100,Aftereffect,no,"[960.8362829059618, 202.1866670643066]",40,0.035588378117286545,10.0
Helenö,sequence,gradual,101,No Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,0.09507580681024397,10.0
Helenö,sequence,gradual,102,No Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.05167724235781934,10.0
Helenö,sequence,gradual,103,No Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,0.11307690588211705,10.0
Helenö,sequence,gradual,104,No Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.05621474804389015,10.0
Helenö,sequence,gradual,105,No Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,0.04713135612459185,10.0
Helenö,sequence,gradual,106,No Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.040878756964052076,10.0
Helenö,sequence,gradual,107,No Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.00283171000657223,10.0
Helenö,sequence,gradual,108,No Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,0.09482074815228225,10.0
Helenö,sequence,gradual,109,No Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.06935020145850102,10.0
Helenö,sequence,gradual,110,No Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,nan,10.0
Helenö,sequence,gradual,111,No Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.029777746008536887,10.0
Helenö,sequence,gradual,112,No Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,0.02100982350045344,10.0
Helenö,sequence,gradual,113,No Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.04288248755389468,10.0
Helenö,sequence,gradual,114,No Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.07770091653681721,10.0
Helenö,sequence,gradual,115,No Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.048684598769721976,10.0
Helenö,sequence,gradual,116,No Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,0.09349562615917106,10.0
Helenö,sequence,gradual,117,No Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,0.0044526613517756886,10.0
Helenö,sequence,gradual,118,No Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,0.10471892333354793,10.0
Helenö,sequence,gradual,119,No Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.05732430020857393,10.0
Helenö,sequence,gradual,120,No Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,0.07275274320280944,10.0
Helenö,sequence,gradual,121,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.29176988150583405,10.0
Helenö,sequence,gradual,122,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.28235186555117764,10.0
Helenö,sequence,gradual,123,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.17219081452293938,10.0
Helenö,sequence,gradual,124,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.09772690735871903,10.0
Helenö,sequence,gradual,125,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.3062077646671262,10.0
Helenö,sequence,gradual,126,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.19379845306233712,10.0
Helenö,sequence,gradual,127,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.2016926481955048,10.0
Helenö,sequence,gradual,128,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.032561776935184916,10.0
Helenö,sequence,gradual,129,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.058564873701431264,10.0
Helenö,sequence,gradual,130,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.14999040306843892,10.0
Helenö,sequence,gradual,131,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.1496421665138068,10.0
Helenö,sequence,gradual,132,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,0.1340595018559294,10.0
Helenö,sequence,gradual,133,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.3816787095178502,10.0
Helenö,sequence,gradual,134,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.2465786617615331,10.0
Helenö,sequence,gradual,135,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.20125158186926306,10.0
Helenö,sequence,gradual,136,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.05058970876938451,10.0
Helenö,sequence,gradual,137,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.31970137693703116,10.0
Helenö,sequence,gradual,138,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.07551403029796022,10.0
Helenö,sequence,gradual,139,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.09214753858768043,10.0
Helenö,sequence,gradual,140,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.22581168154335574,10.0
Helenö,sequence,gradual,141,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,0.0,10.0
Helenö,sequence,gradual,142,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.17636615560367197,10.0
Helenö,sequence,gradual,143,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,0.03628769412989685,10.0
Helenö,sequence,gradual,144,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.15509610599356627,10.0
Helenö,sequence,gradual,145,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.07652757170464186,10.0
Helenö,sequence,gradual,146,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.2936622099318673,10.0
Helenö,sequence,gradual,147,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.09154667384384574,10.0
Helenö,sequence,gradual,148,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,0.009803607479295984,10.0
Helenö,sequence,gradual,149,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.26336188378778536,10.0
Helenö,sequence,gradual,150,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.006024023516170818,10.0
Helenö,sequence,gradual,151,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,0.023407095446025927,10.0
Helenö,sequence,gradual,152,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.20412328709005312,10.0
Helenö,sequence,gradual,153,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.029792506827924115,10.0
Helenö,sequence,gradual,154,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,0.03628769412989685,10.0
Helenö,sequence,gradual,155,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,0.057628427477473654,10.0
Helenö,sequence,gradual,156,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,0.03512931217118931,10.0
Helenö,sequence,gradual,157,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.027515989285454623,10.0
Helenö,sequence,gradual,158,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,0.003412956031537906,10.0
Helenö,sequence,gradual,159,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,0.036237905730635234,10.0
Helenö,sequence,gradual,160,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.2161635824687811,10.0
Helenö,sequence,gradual,161,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,nan,10.0
Helenö,sequence,gradual,162,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.042458128734277345,10.0
Helenö,sequence,gradual,163,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,0.022946791239352837,10.0
Helenö,sequence,gradual,164,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,0.17367119834157352,10.0
Helenö,sequence,gradual,165,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.021144884354246773,10.0
Helenö,sequence,gradual,166,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.058574892737599527,10.0
Helenö,sequence,gradual,167,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.052240008451157394,10.0
Helenö,sequence,gradual,168,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.045869442390187753,10.0
Helenö,sequence,gradual,169,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.04688643347189991,10.0
Helenö,sequence,gradual,170,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,0.015771562847951337,10.0
Helenö,sequence,gradual,171,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.04772492713080512,10.0
Helenö,sequence,gradual,172,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.008981794392023179,10.0
Helenö,sequence,gradual,173,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,0.0,10.0
Helenö,sequence,gradual,174,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,0.06360834155226724,10.0
Helenö,sequence,gradual,175,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.03831989063530106,10.0
Helenö,sequence,gradual,176,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.030293759918775365,10.0
Helenö,sequence,gradual,177,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.0033669906435078722,10.0
Helenö,sequence,gradual,178,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,-0.01253852783144005,10.0
Helenö,sequence,gradual,179,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,0.16933056626186183,10.0
Helenö,sequence,gradual,180,Gradual Perturbation,trajectory,"[618.0, 172.1923788646684]",-30,0.038690360085493314,10.0
Helenö,sequence,gradual,181,Aftereffect,trajectory,"[618.0, 172.1923788646684]",-30,0.31543732391613655,10.0
Helenö,sequence,gradual,182,Aftereffect,trajectory,"[618.0, 172.1923788646684]",-30,0.23496240610808306,10.0
Helenö,sequence,gradual,183,Aftereffect,trajectory,"[618.0, 172.1923788646684]",-30,0.07836268364608934,10.0
Helenö,sequence,gradual,184,Aftereffect,trajectory,"[618.0, 172.1923788646684]",-30,0.16253101901578715,10.0
Helenö,sequence,gradual,185,Aftereffect,trajectory,"[618.0, 172.1923788646684]",-30,0.16105453833379113,10.0
Helenö,sequence,gradual,186,Aftereffect,trajectory,"[618.0, 172.1923788646684]",-30,-0.017968829793546526,10.0
Helenö,sequence,gradual,187,Aftereffect,trajectory,"[618.0, 172.1923788646684]",-30,0.1925026988941665,10.0
Helenö,sequence,gradual,188,Aftereffect,trajectory,"[618.0, 172.1923788646684]",-30,0.13949313388451423,10.0
Helenö,sequence,gradual,189,Aftereffect,trajectory,"[618.0, 172.1923788646684]",-30,-0.017349545352762785,10.0
Helenö,sequence,gradual,190,Aftereffect,trajectory,"[618.0, 172.1923788646684]",-30,-0.059986895542492036,10.0
Helenö,sequence,gradual,191,Aftereffect,trajectory,"[618.0, 172.1923788646684]",-30,0.16259347217583597,10.0
Helenö,sequence,gradual,192,Aftereffect,trajectory,"[618.0, 172.1923788646684]",-30,0.11703194900375724,10.0
Helenö,sequence,gradual,193,Aftereffect,trajectory,"[618.0, 172.1923788646684]",-30,0.10377034088226789,10.0
Helenö,sequence,gradual,194,Aftereffect,trajectory,"[618.0, 172.1923788646684]",-30,0.07161244556091395,10.0
Helenö,sequence,gradual,195,Aftereffect,trajectory,"[618.0, 172.1923788646684]",-30,0.1272978432561287,10.0
Helenö,sequence,gradual,196,Aftereffect,trajectory,"[618.0, 172.1923788646684]",-30,-0.018555829929317813,10.0
Helenö,sequence,gradual,197,Aftereffect,trajectory,"[618.0, 172.1923788646684]",-30,0.07026007974373583,10.0
Helenö,sequence,gradual,198,Aftereffect,trajectory,"[618.0, 172.1923788646684]",-30,0.04967252712525294,10.0
Helenö,sequence,gradual,199,Aftereffect,trajectory,"[618.0, 172.1923788646684]",-30,0.03805685547471427,10.0
Helenö,sequence,gradual,200,Aftereffect,trajectory,"[618.0, 172.1923788646684]",-30,0.00020640237192726119,10.0
Helenö,sequence,gradual,201,No Perturbation,endpos,"[1049.9077862357726, 329.3939570022994]",70,nan,10.0
Helenö,sequence,gradual,202,No Perturbation,endpos,"[1049.9077862357726, 329.3939570022994]",70,0.006041909978162452,10.0
Helenö,sequence,gradual,203,No Perturbation,endpos,"[1049.9077862357726, 329.3939570022994]",70,-0.03204112724188324,10.0
Helenö,sequence,gradual,204,No Perturbation,endpos,"[1049.9077862357726, 329.3939570022994]",70,-0.13800353625166628,10.0
Helenö,sequence,gradual,205,No Perturbation,endpos,"[1049.9077862357726, 329.3939570022994]",70,0.042239560992308633,10.0
Helenö,sequence,gradual,206,No Perturbation,endpos,"[1049.9077862357726, 329.3939570022994]",70,-0.09549450276170512,10.0
Helenö,sequence,gradual,207,No Perturbation,endpos,"[1049.9077862357726, 329.3939570022994]",70,-0.03568292550424984,10.0
Helenö,sequence,gradual,208,No Perturbation,endpos,"[1049.9077862357726, 329.3939570022994]",70,-0.0519135927803806,10.0
Helenö,sequence,gradual,209,No Perturbation,endpos,"[1049.9077862357726, 329.3939570022994]",70,nan,10.0
Helenö,sequence,gradual,210,No Perturbation,endpos,"[1049.9077862357726, 329.3939570022994]",70,-0.062227897078665106,10.0
Helenö,sequence,gradual,211,No Perturbation,endpos,"[1049.9077862357726, 329.3939570022994]",70,-0.05024898812865147,10.0
Helenö,sequence,gradual,212,No Perturbation,endpos,"[1049.9077862357726, 329.3939570022994]",70,-0.13978650392888203,10.0
Helenö,sequence,gradual,213,No Perturbation,endpos,"[1049.9077862357726, 329.3939570022994]",70,0.022024340083822924,10.0
Helenö,sequence,gradual,214,No Perturbation,endpos,"[1049.9077862357726, 329.3939570022994]",70,-0.08622057089606855,10.0
Helenö,sequence,gradual,215,No Perturbation,endpos,"[1049.9077862357726, 329.3939570022994]",70,0.024127209035066766,10.0
Helenö,sequence,gradual,216,No Perturbation,endpos,"[1049.9077862357726, 329.3939570022994]",70,-0.147249871003856,10.0
Helenö,sequence,gradual,217,No Perturbation,endpos,"[1049.9077862357726, 329.3939570022994]",70,-0.03803120420327111,10.0
Helenö,sequence,gradual,218,No Perturbation,endpos,"[1049.9077862357726, 329.3939570022994]",70,0.05729596889303207,10.0
Helenö,sequence,gradual,219,No Perturbation,endpos,"[1049.9077862357726, 329.3939570022994]",70,-0.11318705936678741,10.0
Helenö,sequence,gradual,220,No Perturbation,endpos,"[1049.9077862357726, 329.3939570022994]",70,-0.04717349421165806,10.0
Helenö,sequence,gradual,221,Gradual Perturbation,endpos,"[1049.9077862357726, 329.3939570022994]",70,-0.40725166621011377,10.0
Helenö,sequence,gradual,222,Gradual Perturbation,endpos,"[1049.9077862357726, 329.3939570022994]",70,-0.40013416903545695,10.0
Helenö,sequence,gradual,223,Gradual Perturbation,endpos,"[1049.9077862357726, 329.3939570022994]",70,-0.2296717829152506,10.0
Helenö,sequence,gradual,224,Gradual Perturbation,endpos,"[1049.9077862357726, 329.3939570022994]",70,-0.2851901463733286,10.0
Helenö,sequence,gradual,225,Gradual Perturbation,endpos,"[1049.9077862357726, 329.3939570022994]",70,0.03004735752773363,10.0
Helenö,sequence,gradual,226,Gradual Perturbation,endpos,"[1049.9077862357726, 329.3939570022994]",70,-0.2833726274731564,10.0
